oracion,type1,glosa1,start_time1,end_time1,type2,start_time2,end_time2,tt1_duration,tt1_frames,type3,glosa2,start_time3,end_time3,type4,start_time4,end_time4,tt2_duration,tt2_frames,type5,glosa3,start_time5,end_time5
CAJA_ORACION_1.eaf,gloss,CAJA_1,1.188,1.982,transition,1.982,1.982,0.0,0,gloss,GUARDAR_1,1.982,2.843,transition,2.843,2.848,0.004999999999999893,0,gloss,GUARDAR_1,2.848,3.709
CAJA_ORACION_1.eaf,gloss,GUARDAR_1,1.982,2.843,transition,2.843,2.848,0.004999999999999893,0,gloss,GUARDAR_1,2.848,3.709,transition,3.709,3.709,0.0,0,gloss,CARGAR-CAJA_1,3.709,4.662
CAJA_ORACION_2.eaf,gloss,CAJA_2,0.355,1.387,transition,1.387,1.387,0.0,0,gloss,TRAER-CAJA_1,1.387,1.971,transition,1.971,1.975,0.0040000000000000036,0,gloss,CARGAR-CAJA_1,1.975,2.608
CAJA_ORACION_3.eaf,gloss,CAJA_3,0.849,1.602,transition,1.602,1.617,0.014999999999999902,0,gloss,ARETE_1,1.617,2.259,transition,2.259,2.274,0.015000000000000124,0,gloss,GUARDAR_2,2.274,2.921
CAJA_ORACION_3.eaf,gloss,ARETE_1,1.617,2.259,transition,2.259,2.274,0.015000000000000124,0,gloss,GUARDAR_2,2.274,2.921,transition,2.921,2.926,0.0050000000000003375,0,gloss,ARETE_1,2.926,3.684
CAJA_ORACION_3.eaf,gloss,GUARDAR_2,2.274,2.921,transition,2.921,2.926,0.0050000000000003375,0,gloss,ARETE_1,2.926,3.684,transition,3.684,3.684,0.0,0,gloss,GUARDAR_2,3.684,4.114
CAJA_ORACION_3.eaf,gloss,ARETE_1,2.926,3.684,transition,3.684,3.684,0.0,0,gloss,GUARDAR_2,3.684,4.114,transition,4.114,4.124,0.009999999999999787,0,gloss,ANILLO_1,4.124,4.64
CAJA_ORACION_3.eaf,gloss,GUARDAR_2,3.684,4.114,transition,4.114,4.124,0.009999999999999787,0,gloss,ANILLO_1,4.124,4.64,transition,4.64,4.65,0.010000000000000675,0,gloss,GUARDAR_2,4.65,5.433
CALOR_ORACION_1.eaf,gloss,PUCHA_1,1.291,2.411,transition,2.411,2.411,0.0,0,gloss,YO_1,2.411,2.695,transition,2.695,2.695,0.0,0,gloss,QUERER_1,2.695,2.974
CALOR_ORACION_1.eaf,gloss,YO_1,2.411,2.695,transition,2.695,2.695,0.0,0,gloss,QUERER_1,2.695,2.974,transition,2.974,2.985,0.010999999999999677,0,gloss,YO_1,2.985,3.146
CALOR_ORACION_1.eaf,gloss,QUERER_1,2.695,2.974,transition,2.974,2.985,0.010999999999999677,0,gloss,YO_1,2.985,3.146,transition,3.146,3.146,0.0,0,gloss,HELADO_1,3.146,3.462
CALOR_ORACION_1.eaf,gloss,YO_1,2.985,3.146,transition,3.146,3.146,0.0,0,gloss,HELADO_1,3.146,3.462,transition,3.462,3.462,0.0,0,gloss,YA_1,3.462,3.714
CALOR_ORACION_1.eaf,gloss,HELADO_1,3.146,3.462,transition,3.462,3.462,0.0,0,gloss,YA_1,3.462,3.714,transition,3.714,3.714,0.0,0,gloss,SOL_1,3.714,4.341
CALOR_ORACION_1.eaf,gloss,YA_1,3.462,3.714,transition,3.714,3.714,0.0,0,gloss,SOL_1,3.714,4.341,transition,4.341,4.341,0.0,0,gloss,CALOR_1,4.341,5.911
CAMA_ORACION_1.eaf,gloss,MI_1,0.764,1.065,transition,1.065,1.065,0.0,0,gloss,TIEMPO_1,1.065,1.492,transition,1.492,1.492,0.0,0,gloss,YA_1,1.492,1.83
CAMA_ORACION_1.eaf,gloss,TIEMPO_1,1.065,1.492,transition,1.492,1.492,0.0,0,gloss,YA_1,1.492,1.83,transition,1.83,1.83,0.0,0,gloss,YO_1,1.83,1.999
CAMA_ORACION_1.eaf,gloss,YA_1,1.492,1.83,transition,1.83,1.83,0.0,0,gloss,YO_1,1.83,1.999,transition,1.999,1.999,0.0,0,gloss,IR_1,1.999,2.467
CAMA_ORACION_1.eaf,gloss,YO_1,1.83,1.999,transition,1.999,1.999,0.0,0,gloss,IR_1,1.999,2.467,transition,2.467,2.469,0.0019999999999997797,0,gloss,DORMIR_1,2.469,2.872
CAMA_ORACION_1.eaf,gloss,IR_1,1.999,2.467,transition,2.467,2.469,0.0019999999999997797,0,gloss,DORMIR_1,2.469,2.872,transition,2.872,2.875,0.0030000000000001137,0,gloss,CAMA_1,2.875,3.746
CAMA_ORACION_2.eaf,gloss,MI_1,1.635,1.957,transition,1.957,1.957,0.0,0,gloss,AMIGO_1,1.957,2.616,transition,2.616,2.616,0.0,0,gloss,PERSONA_1,2.616,2.815
CAMA_ORACION_2.eaf,gloss,AMIGO_1,1.957,2.616,transition,2.616,2.616,0.0,0,gloss,PERSONA_1,2.616,2.815,transition,2.815,2.815,0.0,0,gloss,PERSONA_1,2.815,3.059
CAMA_ORACION_2.eaf,gloss,PERSONA_1,2.616,2.815,transition,2.815,2.815,0.0,0,gloss,PERSONA_1,2.815,3.059,transition,3.059,3.059,0.0,0,gloss,PERSONA_1,3.059,3.321
CAMA_ORACION_2.eaf,gloss,PERSONA_1,2.815,3.059,transition,3.059,3.059,0.0,0,gloss,PERSONA_1,3.059,3.321,transition,3.321,3.326,0.004999999999999893,0,gloss,CUATRO_1,3.326,3.853
CAMA_ORACION_2.eaf,gloss,PERSONA_1,3.059,3.321,transition,3.321,3.326,0.004999999999999893,0,gloss,CUATRO_1,3.326,3.853,transition,3.853,3.853,0.0,0,gloss,NECESITAR_1,3.853,4.335
CAMA_ORACION_2.eaf,gloss,CUATRO_1,3.326,3.853,transition,3.853,3.853,0.0,0,gloss,NECESITAR_1,3.853,4.335,transition,4.335,4.335,0.0,0,gloss,CAMA_2,4.335,5.311
CAMA_ORACION_2.eaf,gloss,NECESITAR_1,3.853,4.335,transition,4.335,4.335,0.0,0,gloss,CAMA_2,4.335,5.311,transition,5.311,5.333,0.02200000000000024,1,gloss,ECHADO_1,5.333,5.716
CAMA_ORACION_2.eaf,gloss,CAMA_2,4.335,5.311,transition,5.311,5.333,0.02200000000000024,1,gloss,ECHADO_1,5.333,5.716,transition,5.716,5.716,0.0,0,gloss,ECHADO_1,5.716,6.098
CAMA_ORACION_2.eaf,gloss,ECHADO_1,5.333,5.716,transition,5.716,5.716,0.0,0,gloss,ECHADO_1,5.716,6.098,transition,6.098,6.109,0.01100000000000012,0,gloss,ECHADO_1,6.109,6.331
CAMA_ORACION_2.eaf,gloss,ECHADO_1,5.716,6.098,transition,6.098,6.109,0.01100000000000012,0,gloss,ECHADO_1,6.109,6.331,transition,6.331,6.348,0.01699999999999946,1,gloss,ECHADO_1,6.348,6.664
CAMA_ORACION_2.eaf,gloss,ECHADO_1,6.109,6.331,transition,6.331,6.348,0.01699999999999946,1,gloss,ECHADO_1,6.348,6.664,transition,6.664,6.664,0.0,0,gloss,ECHADO_1,6.664,6.897
CAMINAR_ORACION_1.eaf,gloss,VER_1,1.99,2.67,transition,2.67,2.69,0.020000000000000018,1,gloss,CALLE_1,2.69,3.866,transition,3.866,3.866,0.0,0,gloss,IX_1,3.866,4.523
CAMINAR_ORACION_1.eaf,gloss,CALLE_1,2.69,3.866,transition,3.866,3.866,0.0,0,gloss,IX_1,3.866,4.523,transition,4.523,4.523,0.0,0,gloss,UNO_1,4.523,4.767
CAMINAR_ORACION_1.eaf,gloss,IX_1,3.866,4.523,transition,4.523,4.523,0.0,0,gloss,UNO_1,4.523,4.767,transition,4.767,4.767,0.0,0,gloss,AVE_1,4.767,5.24
CAMINAR_ORACION_1.eaf,gloss,UNO_1,4.523,4.767,transition,4.767,4.767,0.0,0,gloss,AVE_1,4.767,5.24,transition,5.24,5.27,0.02999999999999936,1,gloss,CAMINAR-AVE_1,5.27,6.43
CAMINAR_ORACION_1.eaf,gloss,AVE_1,4.767,5.24,transition,5.24,5.27,0.02999999999999936,1,gloss,CAMINAR-AVE_1,5.27,6.43,transition,6.43,6.44,0.010000000000000675,0,gloss,PATO_1,6.44,7.1
CAMINAR_ORACION_1.eaf,gloss,CAMINAR-AVE_1,5.27,6.43,transition,6.43,6.44,0.010000000000000675,0,gloss,PATO_1,6.44,7.1,transition,7.1,7.11,0.010000000000000675,0,gloss,CAMINAR-AVE_1,7.11,7.66
CAMINAR_ORACION_1.eaf,gloss,PATO_1,6.44,7.1,transition,7.1,7.11,0.010000000000000675,0,gloss,CAMINAR-AVE_1,7.11,7.66,transition,7.66,9.17,1.5099999999999998,45,gloss,PASAR-AVE_1,9.17,9.97
CAMINAR_ORACION_3.eaf,gloss,YO_2,1.493,2.493,transition,2.493,2.5,0.007000000000000117,0,gloss,DECIR_1,2.5,2.906,transition,2.906,2.906,0.0,0,gloss,BUENO_1,2.906,3.586
CAMINAR_ORACION_3.eaf,gloss,DECIR_1,2.5,2.906,transition,2.906,2.906,0.0,0,gloss,BUENO_1,2.906,3.586,transition,3.586,3.7,0.11400000000000032,3,gloss,YO_1,3.7,3.96
CAMINAR_ORACION_3.eaf,gloss,BUENO_1,2.906,3.586,transition,3.586,3.7,0.11400000000000032,3,gloss,YO_1,3.7,3.96,transition,3.96,3.973,0.0129999999999999,0,gloss,LENTO_1,3.973,4.633
CAMINAR_ORACION_3.eaf,gloss,YO_1,3.7,3.96,transition,3.96,3.973,0.0129999999999999,0,gloss,LENTO_1,3.973,4.633,transition,4.633,4.633,0.0,0,gloss,CAMINAR-PERSONA_2,4.633,7.133
CAMIONETA_ORACION_1.eaf,gloss,CONDUCIR_1,0.897,1.534,transition,1.534,1.534,0.0,0,gloss,CAMIONETA_1,1.534,2.64,transition,2.64,2.64,0.0,0,gloss,VIA-DOBLE-SENTIDO_1,2.64,3.83
CAPTAR_ORACION_1.eaf,gloss,YO_1,0.944,1.364,transition,1.364,1.377,0.0129999999999999,0,gloss,CAPTAR_1,1.377,2.112,transition,2.112,2.112,0.0,0,gloss,COMER-MANZANA_1,2.112,2.737
CAPTAR_ORACION_1.eaf,gloss,CAPTAR_1,1.377,2.112,transition,2.112,2.112,0.0,0,gloss,COMER-MANZANA_1,2.112,2.737,transition,2.737,2.741,0.0040000000000000036,0,gloss,QUIEN_1,2.741,3.174
CAPTAR_ORACION_1.eaf,gloss,COMER-MANZANA_1,2.112,2.737,transition,2.737,2.741,0.0040000000000000036,0,gloss,QUIEN_1,2.741,3.174,transition,3.174,3.183,0.008999999999999897,0,gloss,CAPTAR_1,3.183,3.616
CAPTAR_ORACION_1.eaf,gloss,QUIEN_1,2.741,3.174,transition,3.174,3.183,0.008999999999999897,0,gloss,CAPTAR_1,3.183,3.616,transition,3.616,3.633,0.016999999999999904,1,gloss,IX_1,3.633,4.289
CAPTAR_ORACION_2.eaf,gloss,YO_1,0.381,0.566,transition,0.566,0.584,0.018000000000000016,1,gloss,VER_1,0.584,1.089,transition,1.089,1.089,0.0,0,gloss,CAPTAR_1,1.089,2.27
CAPTAR_ORACION_3.eaf,gloss,YO_1,0.642,0.845,transition,0.845,0.848,0.0030000000000000027,0,gloss,YA-VER_1,0.848,1.181,transition,1.181,1.181,0.0,0,gloss,DOS-PERSONAS_1,1.181,1.526
CAPTAR_ORACION_3.eaf,gloss,YA-VER_1,0.848,1.181,transition,1.181,1.181,0.0,0,gloss,DOS-PERSONAS_1,1.181,1.526,transition,1.526,1.534,0.008000000000000007,0,gloss,SEÑAR_1,1.534,1.924
CAPTAR_ORACION_3.eaf,gloss,DOS-PERSONAS_1,1.181,1.526,transition,1.526,1.534,0.008000000000000007,0,gloss,SEÑAR_1,1.534,1.924,transition,1.924,1.924,0.0,0,gloss,YO_1,1.924,2.129
CAPTAR_ORACION_3.eaf,gloss,SEÑAR_1,1.534,1.924,transition,1.924,1.924,0.0,0,gloss,YO_1,1.924,2.129,transition,2.129,2.129,0.0,0,gloss,VER_1,2.129,2.382
CAPTAR_ORACION_3.eaf,gloss,YO_1,1.924,2.129,transition,2.129,2.129,0.0,0,gloss,VER_1,2.129,2.382,transition,2.382,2.382,0.0,0,gloss,ATRAPAR_1,2.382,2.873
CAPTAR_ORACION_3.eaf,gloss,VER_1,2.129,2.382,transition,2.382,2.382,0.0,0,gloss,ATRAPAR_1,2.382,2.873,transition,2.873,3.034,0.1609999999999996,5,gloss,YA_1,3.034,3.835
CAPTAR_ORACION_4.eaf,gloss,YO_1,0.804,1.164,transition,1.164,1.164,0.0,0,gloss,VER_1,1.164,1.748,transition,1.748,1.748,0.0,0,gloss,CAPTAR_1,1.748,2.041
CAPTAR_ORACION_4.eaf,gloss,VER_1,1.164,1.748,transition,1.748,1.748,0.0,0,gloss,CAPTAR_1,1.748,2.041,transition,2.041,2.165,0.12400000000000011,4,gloss,DOS_1,2.165,2.572
CAPTAR_ORACION_4.eaf,gloss,CAPTAR_1,1.748,2.041,transition,2.041,2.165,0.12400000000000011,4,gloss,DOS_1,2.165,2.572,transition,2.572,2.582,0.009999999999999787,0,gloss,HOMBRE_1,2.582,2.826
CAPTAR_ORACION_4.eaf,gloss,DOS_1,2.165,2.572,transition,2.572,2.582,0.009999999999999787,0,gloss,HOMBRE_1,2.582,2.826,transition,2.826,2.826,0.0,0,gloss,CAMINAR-PERSONA_1,2.826,3.253
CAPTAR_ORACION_4.eaf,gloss,HOMBRE_1,2.582,2.826,transition,2.826,2.826,0.0,0,gloss,CAMINAR-PERSONA_1,2.826,3.253,transition,3.253,3.253,0.0,0,gloss,AHI_1,3.253,3.411
CAPTAR_ORACION_4.eaf,gloss,CAMINAR-PERSONA_1,2.826,3.253,transition,3.253,3.253,0.0,0,gloss,AHI_1,3.253,3.411,transition,3.411,3.411,0.0,0,gloss,ENTRAR_1,3.411,3.923
CAPTAR_ORACION_4.eaf,gloss,AHI_1,3.253,3.411,transition,3.411,3.411,0.0,0,gloss,ENTRAR_1,3.411,3.923,transition,3.923,3.923,0.0,0,gloss,OFICINA_1,3.923,4.925
CARGAR_ORACION_1.eaf,gloss,GUARDAR_1,0.99,1.475,transition,1.475,1.475,0.0,0,gloss,GUARDAR_1,1.475,2.01,transition,2.01,2.02,0.010000000000000231,0,gloss,LIBRO_1,2.02,2.365
CARGAR_ORACION_1.eaf,gloss,GUARDAR_1,1.475,2.01,transition,2.01,2.02,0.010000000000000231,0,gloss,LIBRO_1,2.02,2.365,transition,2.365,2.365,0.0,0,gloss,LIBRO_1,2.365,2.55
CARGAR_ORACION_1.eaf,gloss,LIBRO_1,2.02,2.365,transition,2.365,2.365,0.0,0,gloss,LIBRO_1,2.365,2.55,transition,2.55,2.56,0.010000000000000231,0,gloss,GUARDAR_1,2.56,2.962
CARGAR_ORACION_1.eaf,gloss,LIBRO_1,2.365,2.55,transition,2.55,2.56,0.010000000000000231,0,gloss,GUARDAR_1,2.56,2.962,transition,2.962,2.962,0.0,0,gloss,GUARDAR_1,2.962,3.56
CARGAR_ORACION_1.eaf,gloss,GUARDAR_1,2.56,2.962,transition,2.962,2.962,0.0,0,gloss,GUARDAR_1,2.962,3.56,transition,3.56,3.56,0.0,0,gloss,CERRAR-CIERRE_1,3.56,4.05
CARGAR_ORACION_1.eaf,gloss,GUARDAR_1,2.962,3.56,transition,3.56,3.56,0.0,0,gloss,CERRAR-CIERRE_1,3.56,4.05,transition,4.05,4.07,0.020000000000000462,1,gloss,LEVANTAR_1,4.07,5.24
CARGAR_ORACION_1.eaf,gloss,CERRAR-CIERRE_1,3.56,4.05,transition,4.05,4.07,0.020000000000000462,1,gloss,LEVANTAR_1,4.07,5.24,transition,5.24,5.25,0.009999999999999787,0,gloss,CARGAR-MOCHILA_1,5.25,7.93
CARRO-BOMBERO_ORACION_1.eaf,gloss,CARRO-BOMBERO_1,0.794,2.442,transition,2.442,2.442,0.0,0,gloss,MANGUERA_1,2.442,3.117,transition,3.117,3.117,0.0,0,gloss,VIA-DOBLE-SENTIDO_1,3.117,4.295
CARTAS-DE-TAROT_ORACION_1.eaf,gloss,VAMOS_1,0.54,1.01,transition,1.01,1.01,0.0,0,gloss,IX_1,1.01,1.26,transition,1.26,1.26,0.0,0,gloss,CARTAS-DE-TAROT_1,1.26,2.14
CARTAS-DE-TAROT_ORACION_1.eaf,gloss,IX_1,1.01,1.26,transition,1.26,1.26,0.0,0,gloss,CARTAS-DE-TAROT_1,1.26,2.14,transition,2.14,2.15,0.009999999999999787,0,gloss,CURIOSIDAD_1,2.15,2.8
CASA_ORACION_1.eaf,gloss,YO_1,1.562,1.829,transition,1.829,1.829,0.0,0,gloss,TERMINAR_1,1.829,2.399,transition,2.399,2.409,0.009999999999999787,0,gloss,TIEMPO_1,2.409,3.135
CASA_ORACION_1.eaf,gloss,TERMINAR_1,1.829,2.399,transition,2.399,2.409,0.009999999999999787,0,gloss,TIEMPO_1,2.409,3.135,transition,3.135,3.14,0.0050000000000003375,0,gloss,YO_1,3.14,3.402
CASA_ORACION_1.eaf,gloss,TIEMPO_1,2.409,3.135,transition,3.135,3.14,0.0050000000000003375,0,gloss,YO_1,3.14,3.402,transition,3.402,3.407,0.004999999999999893,0,gloss,CAMINAR-PERSONA_1,3.407,4.239
CASA_ORACION_1.eaf,gloss,YO_1,3.14,3.402,transition,3.402,3.407,0.004999999999999893,0,gloss,CAMINAR-PERSONA_1,3.407,4.239,transition,4.239,4.244,0.004999999999999893,0,gloss,IX_1,4.244,4.516
CASA_ORACION_1.eaf,gloss,CAMINAR-PERSONA_1,3.407,4.239,transition,4.239,4.244,0.004999999999999893,0,gloss,IX_1,4.244,4.516,transition,4.516,4.522,0.006000000000000227,0,gloss,CASA_1,4.522,5.464
CASACA_ORACION_1.eaf,gloss,YO_1,1.85,2.22,transition,2.22,2.22,0.0,0,gloss,VER_1,2.22,2.74,transition,2.74,2.75,0.009999999999999787,0,gloss,AGARRAR-ROPA_1,2.75,3.31
CASACA_ORACION_1.eaf,gloss,VER_1,2.22,2.74,transition,2.74,2.75,0.009999999999999787,0,gloss,AGARRAR-ROPA_1,2.75,3.31,transition,3.31,3.317,0.007000000000000117,0,gloss,SOSTENER_1,3.317,3.889
CASACA_ORACION_1.eaf,gloss,AGARRAR-ROPA_1,2.75,3.31,transition,3.31,3.317,0.007000000000000117,0,gloss,SOSTENER_1,3.317,3.889,transition,3.889,3.89,0.001000000000000334,0,gloss,IX_1,3.89,4.5
CASACA_ORACION_1.eaf,gloss,SOSTENER_1,3.317,3.889,transition,3.889,3.89,0.001000000000000334,0,gloss,IX_1,3.89,4.5,transition,4.5,4.52,0.019999999999999574,1,gloss,BONITO_1,4.52,5.06
CASACA_ORACION_1.eaf,gloss,IX_1,3.89,4.5,transition,4.5,4.52,0.019999999999999574,1,gloss,BONITO_1,4.52,5.06,transition,5.06,5.08,0.020000000000000462,1,gloss,PONER_1,5.08,5.55
CASACA_ORACION_1.eaf,gloss,BONITO_1,4.52,5.06,transition,5.06,5.08,0.020000000000000462,1,gloss,PONER_1,5.08,5.55,transition,5.55,5.57,0.020000000000000462,1,gloss,CASACA_1,5.57,6.62
CASACA_ORACION_1.eaf,gloss,PONER_1,5.08,5.55,transition,5.55,5.57,0.020000000000000462,1,gloss,CASACA_1,5.57,6.62,transition,6.62,6.64,0.019999999999999574,1,gloss,FRIO_1,6.64,7.2
CASACA_ORACION_1.eaf,gloss,CASACA_1,5.57,6.62,transition,6.62,6.64,0.019999999999999574,1,gloss,FRIO_1,6.64,7.2,transition,7.2,7.23,0.03000000000000025,1,gloss,CALIENTE_1,7.23,7.59
CASACA_ORACION_1.eaf,gloss,FRIO_1,6.64,7.2,transition,7.2,7.23,0.03000000000000025,1,gloss,CALIENTE_1,7.23,7.59,transition,7.59,7.62,0.03000000000000025,1,gloss,YA_1,7.62,7.87
CASACA_ORACION_1.eaf,gloss,CALIENTE_1,7.23,7.59,transition,7.59,7.62,0.03000000000000025,1,gloss,YA_1,7.62,7.87,transition,7.87,7.88,0.009999999999999787,0,gloss,CALIENTE_1,7.88,8.27
CASACA_ORACION_1.eaf,gloss,YA_1,7.62,7.87,transition,7.87,7.88,0.009999999999999787,0,gloss,CALIENTE_1,7.88,8.27,transition,8.27,8.29,0.019999999999999574,1,gloss,CAMINAR-PERSONA_1,8.29,8.94
CASAR_ORACION_1.eaf,gloss,YO_1,1.446,1.786,transition,1.786,2.376,0.5899999999999999,18,gloss,CAMINAR-PERSONA_1,2.376,2.921,transition,2.921,2.921,0.0,0,gloss,SENTAR_1,2.921,3.425
CASAR_ORACION_1.eaf,gloss,CAMINAR-PERSONA_1,2.376,2.921,transition,2.921,2.921,0.0,0,gloss,SENTAR_1,2.921,3.425,transition,3.425,3.425,0.0,0,gloss,LIBRO_1,3.425,4.526
CASAR_ORACION_1.eaf,gloss,SENTAR_1,2.921,3.425,transition,3.425,3.425,0.0,0,gloss,LIBRO_1,3.425,4.526,transition,4.526,4.531,0.004999999999999893,0,gloss,FIRMAR_1,4.531,5.133
CASAR_ORACION_1.eaf,gloss,LIBRO_1,3.425,4.526,transition,4.526,4.531,0.004999999999999893,0,gloss,FIRMAR_1,4.531,5.133,transition,5.133,5.138,0.004999999999999893,0,gloss,FIRMAR_1,5.138,5.626
CASAR_ORACION_1.eaf,gloss,FIRMAR_1,4.531,5.133,transition,5.133,5.138,0.004999999999999893,0,gloss,FIRMAR_1,5.138,5.626,transition,5.626,5.626,0.0,0,gloss,YA_1,5.626,5.904
CASAR_ORACION_1.eaf,gloss,FIRMAR_1,5.138,5.626,transition,5.626,5.626,0.0,0,gloss,YA_1,5.626,5.904,transition,5.904,5.915,0.01100000000000012,0,gloss,CASAR_1,5.915,7.129
CATORCE_ORACION_1.eaf,gloss,YO_1,1.396,1.663,transition,1.663,1.663,0.0,0,gloss,FALTA_1,1.663,1.958,transition,1.958,1.958,0.0,0,gloss,POCO_1,1.958,2.328
CATORCE_ORACION_1.eaf,gloss,FALTA_1,1.663,1.958,transition,1.958,1.958,0.0,0,gloss,POCO_1,1.958,2.328,transition,2.328,2.333,0.0050000000000003375,0,gloss,CUMPLEAÑOS_1,2.333,3.073
CATORCE_ORACION_1.eaf,gloss,POCO_1,1.958,2.328,transition,2.328,2.333,0.0050000000000003375,0,gloss,CUMPLEAÑOS_1,2.333,3.073,transition,3.073,3.073,0.0,0,gloss,TERMINAR_1,3.073,3.34
CATORCE_ORACION_1.eaf,gloss,CUMPLEAÑOS_1,2.333,3.073,transition,3.073,3.073,0.0,0,gloss,TERMINAR_1,3.073,3.34,transition,3.34,3.35,0.010000000000000231,0,gloss,YO_2,3.35,3.518
CATORCE_ORACION_1.eaf,gloss,TERMINAR_1,3.073,3.34,transition,3.34,3.35,0.010000000000000231,0,gloss,YO_2,3.35,3.518,transition,3.518,3.518,0.0,0,gloss,YA_1,3.518,3.856
CATORCE_ORACION_1.eaf,gloss,YO_2,3.35,3.518,transition,3.518,3.518,0.0,0,gloss,YA_1,3.518,3.856,transition,3.856,3.86,0.0040000000000000036,0,gloss,CATORCE_1,3.86,4.352
CATORCE_ORACION_1.eaf,gloss,YA_1,3.518,3.856,transition,3.856,3.86,0.0040000000000000036,0,gloss,CATORCE_1,3.86,4.352,transition,4.352,4.357,0.004999999999999893,0,gloss,EDAD_1,4.357,4.971
CATORCE_ORACION_2.eaf,gloss,YO_1,1.003,1.968,transition,1.968,1.968,0.0,0,gloss,VER_1,1.968,2.183,transition,2.183,2.189,0.006000000000000227,0,gloss,IR_2,2.189,2.535
CATORCE_ORACION_2.eaf,gloss,VER_1,1.968,2.183,transition,2.183,2.189,0.006000000000000227,0,gloss,IR_2,2.189,2.535,transition,2.535,2.535,0.0,0,gloss,VER_1,2.535,2.881
CATORCE_ORACION_2.eaf,gloss,IR_2,2.189,2.535,transition,2.535,2.535,0.0,0,gloss,VER_1,2.535,2.881,transition,2.881,2.887,0.006000000000000227,0,gloss,IX_1,2.887,3.198
CATORCE_ORACION_2.eaf,gloss,VER_1,2.535,2.881,transition,2.881,2.887,0.006000000000000227,0,gloss,IX_1,2.887,3.198,transition,3.198,3.198,0.0,0,gloss,CLASE_1,3.198,4.123
CATORCE_ORACION_2.eaf,gloss,IX_1,2.887,3.198,transition,3.198,3.198,0.0,0,gloss,CLASE_1,3.198,4.123,transition,4.123,4.123,0.0,0,gloss,UNO_1,4.123,4.747
CATORCE_ORACION_2.eaf,gloss,CLASE_1,3.198,4.123,transition,4.123,4.123,0.0,0,gloss,UNO_1,4.123,4.747,transition,4.747,4.747,0.0,0,gloss,PRIMERO-DE-PRIMARIA_1,4.747,5.7
CATORCE_ORACION_2.eaf,gloss,UNO_1,4.123,4.747,transition,4.747,4.747,0.0,0,gloss,PRIMERO-DE-PRIMARIA_1,4.747,5.7,transition,5.7,5.893,0.19299999999999962,6,gloss,NIÑO_1,5.893,6.215
CATORCE_ORACION_2.eaf,gloss,PRIMERO-DE-PRIMARIA_1,4.747,5.7,transition,5.7,5.893,0.19299999999999962,6,gloss,NIÑO_1,5.893,6.215,transition,6.215,6.215,0.0,0,gloss,NIÑO_1,6.215,6.488
CATORCE_ORACION_2.eaf,gloss,NIÑO_1,5.893,6.215,transition,6.215,6.215,0.0,0,gloss,NIÑO_1,6.215,6.488,transition,6.488,6.488,0.0,0,gloss,CATORCE_2,6.488,7.328
CATORCE_ORACION_3.eaf,gloss,MI_1,3.143,3.578,transition,3.578,3.578,0.0,0,gloss,COLEGIO_1,3.578,4.151,transition,4.151,4.151,0.0,0,gloss,HABER_1,4.151,4.833
CATORCE_ORACION_3.eaf,gloss,COLEGIO_1,3.578,4.151,transition,4.151,4.151,0.0,0,gloss,HABER_1,4.151,4.833,transition,4.833,4.833,0.0,0,gloss,DIEZ_2,4.833,5.287
CATORCE_ORACION_3.eaf,gloss,HABER_1,4.151,4.833,transition,4.833,4.833,0.0,0,gloss,DIEZ_2,4.833,5.287,transition,5.287,5.287,0.0,0,gloss,SILLA_1,5.287,5.924
CATORCE_ORACION_3.eaf,gloss,DIEZ_2,4.833,5.287,transition,5.287,5.287,0.0,0,gloss,SILLA_1,5.287,5.924,transition,5.924,5.924,0.0,0,gloss,SILLA_1,5.924,6.225
CATORCE_ORACION_3.eaf,gloss,SILLA_1,5.287,5.924,transition,5.924,5.924,0.0,0,gloss,SILLA_1,5.924,6.225,transition,6.225,6.225,0.0,0,gloss,SILLA_1,6.225,6.528
CATORCE_ORACION_3.eaf,gloss,SILLA_1,5.924,6.225,transition,6.225,6.225,0.0,0,gloss,SILLA_1,6.225,6.528,transition,6.528,6.533,0.005000000000000782,0,gloss,CATORCE_3,6.533,7.467
CERRAR-CAJON_ORACION_1.eaf,gloss,ROPA_1,0.23,0.799,transition,0.799,0.799,0.0,0,gloss,DOBLAR_1,0.799,1.482,transition,1.482,1.482,0.0,0,gloss,GUARDAR_3,1.482,2.319
CERRAR-CAJON_ORACION_1.eaf,gloss,DOBLAR_1,0.799,1.482,transition,1.482,1.482,0.0,0,gloss,GUARDAR_3,1.482,2.319,transition,2.319,2.319,0.0,0,gloss,TERMINAR_1,2.319,2.558
CERRAR-CAJON_ORACION_1.eaf,gloss,GUARDAR_3,1.482,2.319,transition,2.319,2.319,0.0,0,gloss,TERMINAR_1,2.319,2.558,transition,2.558,2.558,0.0,0,gloss,CERRAR-CAJON_1,2.558,3.689
CERRAR-CAJON_ORACION_2.eaf,gloss,LIBRO_1,1.166,1.655,transition,1.655,1.655,0.0,0,gloss,GUARDAR_3,1.655,1.987,transition,1.987,1.992,0.004999999999999893,0,gloss,VER_1,1.992,2.314
CERRAR-CAJON_ORACION_2.eaf,gloss,GUARDAR_3,1.655,1.987,transition,1.987,1.992,0.004999999999999893,0,gloss,VER_1,1.992,2.314,transition,2.314,2.324,0.009999999999999787,0,gloss,ABRIR-CAJÓN_1,2.324,2.762
