archivo,tipo,glosa,inicio,fin,duracion,frames
CAER_ORACION_1.eaf,glosa,TROPEZAR_1,1.596,1.946,0.34999999999999987,10
CAER_ORACION_1.eaf,glosa,CAER_1,1.946,2.608,0.6620000000000001,20
CAER_ORACION_1.eaf,glosa,NO-CAPTAR_1,2.608,3.017,0.4089999999999998,12
CAJA_ORACION_1.eaf,glosa,CAJA_1,1.188,1.982,0.794,24
CAJA_ORACION_1.eaf,glosa,GUARDAR_1,1.982,2.843,0.861,26
CAJA_ORACION_1.eaf,transicion,TRANSICION,2.843,2.848,0.004999999999999893,0
CAJA_ORACION_1.eaf,glosa,GUARDAR_1,2.848,3.709,0.8610000000000002,26
CAJA_ORACION_1.eaf,glosa,CARGAR-CAJA_1,3.709,4.662,0.9529999999999998,29
CAJA_ORACION_2.eaf,glosa,CAJA_2,0.355,1.387,1.032,31
CAJA_ORACION_2.eaf,glosa,TRAER-CAJA_1,1.387,1.971,0.5840000000000001,18
CAJA_ORACION_2.eaf,transicion,TRANSICION,1.971,1.975,0.0040000000000000036,0
CAJA_ORACION_2.eaf,glosa,CARGAR-CAJA_1,1.975,2.608,0.633,19
CAJA_ORACION_3.eaf,glosa,CAJA_3,0.849,1.602,0.7530000000000001,23
CAJA_ORACION_3.eaf,transicion,TRANSICION,1.602,1.617,0.014999999999999902,0
CAJA_ORACION_3.eaf,glosa,ARETE_1,1.617,2.259,0.6419999999999999,19
CAJA_ORACION_3.eaf,transicion,TRANSICION,2.259,2.274,0.015000000000000124,0
CAJA_ORACION_3.eaf,glosa,GUARDAR_2,2.274,2.921,0.6469999999999998,19
CAJA_ORACION_3.eaf,transicion,TRANSICION,2.921,2.926,0.0050000000000003375,0
CAJA_ORACION_3.eaf,glosa,ARETE_1,2.926,3.684,0.758,23
CAJA_ORACION_3.eaf,glosa,GUARDAR_2,3.684,4.114,0.4299999999999997,13
CAJA_ORACION_3.eaf,transicion,TRANSICION,4.114,4.124,0.009999999999999787,0
CAJA_ORACION_3.eaf,glosa,ANILLO_1,4.124,4.64,0.516,15
CAJA_ORACION_3.eaf,transicion,TRANSICION,4.64,4.65,0.010000000000000675,0
CAJA_ORACION_3.eaf,glosa,GUARDAR_2,4.65,5.433,0.7829999999999995,23
CALOR_ORACION_1.eaf,glosa,PUCHA_1,1.291,2.411,1.12,34
CALOR_ORACION_1.eaf,glosa,YO_1,2.411,2.695,0.2839999999999998,9
CALOR_ORACION_1.eaf,glosa,QUERER_1,2.695,2.974,0.27900000000000036,8
CALOR_ORACION_1.eaf,transicion,TRANSICION,2.974,2.985,0.010999999999999677,0
CALOR_ORACION_1.eaf,glosa,YO_1,2.985,3.146,0.16100000000000003,5
CALOR_ORACION_1.eaf,glosa,HELADO_1,3.146,3.462,0.3160000000000003,9
CALOR_ORACION_1.eaf,glosa,YA_1,3.462,3.714,0.2519999999999998,8
CALOR_ORACION_1.eaf,glosa,SOL_1,3.714,4.341,0.6270000000000002,19
CALOR_ORACION_1.eaf,glosa,CALOR_1,4.341,5.911,1.5699999999999994,47
CAMA_ORACION_1.eaf,glosa,MI_1,0.764,1.065,0.30099999999999993,9
CAMA_ORACION_1.eaf,glosa,TIEMPO_1,1.065,1.492,0.42700000000000005,13
CAMA_ORACION_1.eaf,glosa,YA_1,1.492,1.83,0.3380000000000001,10
CAMA_ORACION_1.eaf,glosa,YO_1,1.83,1.999,0.16900000000000004,5
CAMA_ORACION_1.eaf,glosa,IR_1,1.999,2.467,0.46799999999999997,14
CAMA_ORACION_1.eaf,transicion,TRANSICION,2.467,2.469,0.0019999999999997797,0
CAMA_ORACION_1.eaf,glosa,DORMIR_1,2.469,2.872,0.403,12
CAMA_ORACION_1.eaf,transicion,TRANSICION,2.872,2.875,0.0030000000000001137,0
CAMA_ORACION_1.eaf,glosa,CAMA_1,2.875,3.746,0.871,26
CAMA_ORACION_2.eaf,glosa,MI_1,1.635,1.957,0.32200000000000006,10
CAMA_ORACION_2.eaf,glosa,AMIGO_1,1.957,2.616,0.659,20
CAMA_ORACION_2.eaf,glosa,PERSONA_1,2.616,2.815,0.19899999999999984,6
CAMA_ORACION_2.eaf,glosa,PERSONA_1,2.815,3.059,0.24400000000000022,7
CAMA_ORACION_2.eaf,glosa,PERSONA_1,3.059,3.321,0.262,8
CAMA_ORACION_2.eaf,transicion,TRANSICION,3.321,3.326,0.004999999999999893,0
CAMA_ORACION_2.eaf,glosa,CUATRO_1,3.326,3.853,0.5270000000000001,16
CAMA_ORACION_2.eaf,glosa,NECESITAR_1,3.853,4.335,0.48199999999999976,14
CAMA_ORACION_2.eaf,glosa,CAMA_2,4.335,5.311,0.976,29
CAMA_ORACION_2.eaf,transicion,TRANSICION,5.311,5.333,0.02200000000000024,1
CAMA_ORACION_2.eaf,glosa,ECHADO_1,5.333,5.716,0.383,11
CAMA_ORACION_2.eaf,glosa,ECHADO_1,5.716,6.098,0.3819999999999997,11
CAMA_ORACION_2.eaf,transicion,TRANSICION,6.098,6.109,0.01100000000000012,0
CAMA_ORACION_2.eaf,glosa,ECHADO_1,6.109,6.331,0.22200000000000042,7
CAMA_ORACION_2.eaf,transicion,TRANSICION,6.331,6.348,0.01699999999999946,1
CAMA_ORACION_2.eaf,glosa,ECHADO_1,6.348,6.664,0.31599999999999984,9
CAMA_ORACION_2.eaf,glosa,ECHADO_1,6.664,6.897,0.23300000000000054,7
CAMINAR_ORACION_1.eaf,glosa,VER_1,1.99,2.67,0.6799999999999999,20
CAMINAR_ORACION_1.eaf,transicion,TRANSICION,2.67,2.69,0.020000000000000018,1
CAMINAR_ORACION_1.eaf,glosa,CALLE_1,2.69,3.866,1.1760000000000002,35
CAMINAR_ORACION_1.eaf,glosa,IX_1,3.866,4.523,0.6569999999999996,20
CAMINAR_ORACION_1.eaf,glosa,UNO_1,4.523,4.767,0.24400000000000066,7
CAMINAR_ORACION_1.eaf,glosa,AVE_1,4.767,5.24,0.47299999999999986,14
CAMINAR_ORACION_1.eaf,transicion,TRANSICION,5.24,5.27,0.02999999999999936,1
CAMINAR_ORACION_1.eaf,glosa,CAMINAR-AVE_1,5.27,6.43,1.1600000000000001,35
CAMINAR_ORACION_1.eaf,transicion,TRANSICION,6.43,6.44,0.010000000000000675,0
CAMINAR_ORACION_1.eaf,glosa,PATO_1,6.44,7.1,0.6599999999999993,20
CAMINAR_ORACION_1.eaf,transicion,TRANSICION,7.1,7.11,0.010000000000000675,0
CAMINAR_ORACION_1.eaf,glosa,CAMINAR-AVE_1,7.11,7.66,0.5499999999999998,16
CAMINAR_ORACION_1.eaf,transicion,TRANSICION,7.66,9.17,1.5099999999999998,45
CAMINAR_ORACION_1.eaf,glosa,PASAR-AVE_1,9.17,9.97,0.8000000000000007,24
CAMINAR_ORACION_2.eaf,glosa,YO_1,0.548,0.862,0.31399999999999995,9
CAMINAR_ORACION_2.eaf,transicion,TRANSICION,0.862,0.87,0.008000000000000007,0
CAMINAR_ORACION_2.eaf,glosa,CAMINAR-PERSONA_1,0.87,3.067,2.197,66
CAMINAR_ORACION_3.eaf,glosa,YO_2,1.493,2.493,0.9999999999999998,30
CAMINAR_ORACION_3.eaf,transicion,TRANSICION,2.493,2.5,0.007000000000000117,0
CAMINAR_ORACION_3.eaf,glosa,DECIR_1,2.5,2.906,0.40600000000000014,12
CAMINAR_ORACION_3.eaf,glosa,BUENO_1,2.906,3.586,0.6799999999999997,20
CAMINAR_ORACION_3.eaf,transicion,TRANSICION,3.586,3.7,0.11400000000000032,3
CAMINAR_ORACION_3.eaf,glosa,YO_1,3.7,3.96,0.2599999999999998,8
CAMINAR_ORACION_3.eaf,transicion,TRANSICION,3.96,3.973,0.0129999999999999,0
CAMINAR_ORACION_3.eaf,glosa,LENTO_1,3.973,4.633,0.6600000000000001,20
CAMINAR_ORACION_3.eaf,glosa,CAMINAR-PERSONA_2,4.633,7.133,2.5,75
CAMION_ORACION_1.eaf,glosa,CAMION_1,1.296,3.238,1.942,58
CAMION_ORACION_1.eaf,glosa,VIA-DOBLE-SENTIDO_1,3.238,4.539,1.3009999999999997,39
CAMIONETA_ORACION_1.eaf,glosa,CONDUCIR_1,0.897,1.534,0.637,19
CAMIONETA_ORACION_1.eaf,glosa,CAMIONETA_1,1.534,2.64,1.106,33
CAMIONETA_ORACION_1.eaf,glosa,VIA-DOBLE-SENTIDO_1,2.64,3.83,1.19,36
CAPTAR_ORACION_1.eaf,glosa,YO_1,0.944,1.364,0.42000000000000015,13
CAPTAR_ORACION_1.eaf,transicion,TRANSICION,1.364,1.377,0.0129999999999999,0
CAPTAR_ORACION_1.eaf,glosa,CAPTAR_1,1.377,2.112,0.7350000000000001,22
CAPTAR_ORACION_1.eaf,glosa,COMER-MANZANA_1,2.112,2.737,0.625,19
CAPTAR_ORACION_1.eaf,transicion,TRANSICION,2.737,2.741,0.0040000000000000036,0
CAPTAR_ORACION_1.eaf,glosa,QUIEN_1,2.741,3.174,0.43299999999999983,13
CAPTAR_ORACION_1.eaf,transicion,TRANSICION,3.174,3.183,0.008999999999999897,0
CAPTAR_ORACION_1.eaf,glosa,CAPTAR_1,3.183,3.616,0.4330000000000003,13
CAPTAR_ORACION_1.eaf,transicion,TRANSICION,3.616,3.633,0.016999999999999904,1
CAPTAR_ORACION_1.eaf,glosa,IX_1,3.633,4.289,0.6559999999999997,20
CAPTAR_ORACION_2.eaf,glosa,YO_1,0.381,0.566,0.18499999999999994,6
CAPTAR_ORACION_2.eaf,transicion,TRANSICION,0.566,0.584,0.018000000000000016,1
CAPTAR_ORACION_2.eaf,glosa,VER_1,0.584,1.089,0.505,15
CAPTAR_ORACION_2.eaf,glosa,CAPTAR_1,1.089,2.27,1.181,35
CAPTAR_ORACION_3.eaf,glosa,YO_1,0.642,0.845,0.20299999999999996,6
CAPTAR_ORACION_3.eaf,transicion,TRANSICION,0.845,0.848,0.0030000000000000027,0
CAPTAR_ORACION_3.eaf,glosa,YA-VER_1,0.848,1.181,0.3330000000000001,10
CAPTAR_ORACION_3.eaf,glosa,DOS-PERSONAS_1,1.181,1.526,0.345,10
CAPTAR_ORACION_3.eaf,transicion,TRANSICION,1.526,1.534,0.008000000000000007,0
CAPTAR_ORACION_3.eaf,glosa,SEÑAR_1,1.534,1.924,0.3899999999999999,12
CAPTAR_ORACION_3.eaf,glosa,YO_1,1.924,2.129,0.20500000000000007,6
CAPTAR_ORACION_3.eaf,glosa,VER_1,2.129,2.382,0.2530000000000001,8
CAPTAR_ORACION_3.eaf,glosa,ATRAPAR_1,2.382,2.873,0.4910000000000001,15
CAPTAR_ORACION_3.eaf,transicion,TRANSICION,2.873,3.034,0.1609999999999996,5
CAPTAR_ORACION_3.eaf,glosa,YA_1,3.034,3.835,0.8010000000000002,24
CAPTAR_ORACION_4.eaf,glosa,YO_1,0.804,1.164,0.3599999999999999,11
CAPTAR_ORACION_4.eaf,glosa,VER_1,1.164,1.748,0.5840000000000001,18
CAPTAR_ORACION_4.eaf,glosa,CAPTAR_1,1.748,2.041,0.2929999999999999,9
CAPTAR_ORACION_4.eaf,transicion,TRANSICION,2.041,2.165,0.12400000000000011,4
CAPTAR_ORACION_4.eaf,glosa,DOS_1,2.165,2.572,0.40700000000000003,12
CAPTAR_ORACION_4.eaf,transicion,TRANSICION,2.572,2.582,0.009999999999999787,0
CAPTAR_ORACION_4.eaf,glosa,HOMBRE_1,2.582,2.826,0.24400000000000022,7
CAPTAR_ORACION_4.eaf,glosa,CAMINAR-PERSONA_1,2.826,3.253,0.42700000000000005,13
CAPTAR_ORACION_4.eaf,glosa,AHI_1,3.253,3.411,0.15799999999999992,5
CAPTAR_ORACION_4.eaf,glosa,ENTRAR_1,3.411,3.923,0.512,15
CAPTAR_ORACION_4.eaf,glosa,OFICINA_1,3.923,4.925,1.0019999999999998,30
CARGAR_ORACION_1.eaf,glosa,GUARDAR_1,0.99,1.475,0.4850000000000001,15
CARGAR_ORACION_1.eaf,glosa,GUARDAR_1,1.475,2.01,0.5349999999999997,16
CARGAR_ORACION_1.eaf,transicion,TRANSICION,2.01,2.02,0.010000000000000231,0
CARGAR_ORACION_1.eaf,glosa,LIBRO_1,2.02,2.365,0.3450000000000002,10
CARGAR_ORACION_1.eaf,glosa,LIBRO_1,2.365,2.55,0.1849999999999996,6
CARGAR_ORACION_1.eaf,transicion,TRANSICION,2.55,2.56,0.010000000000000231,0
CARGAR_ORACION_1.eaf,glosa,GUARDAR_1,2.56,2.962,0.40200000000000014,12
CARGAR_ORACION_1.eaf,glosa,GUARDAR_1,2.962,3.56,0.5979999999999999,18
CARGAR_ORACION_1.eaf,glosa,CERRAR-CIERRE_1,3.56,4.05,0.48999999999999977,15
CARGAR_ORACION_1.eaf,transicion,TRANSICION,4.05,4.07,0.020000000000000462,1
CARGAR_ORACION_1.eaf,glosa,LEVANTAR_1,4.07,5.24,1.17,35
CARGAR_ORACION_1.eaf,transicion,TRANSICION,5.24,5.25,0.009999999999999787,0
CARGAR_ORACION_1.eaf,glosa,CARGAR-MOCHILA_1,5.25,7.93,2.6799999999999997,80
CARRO-BOMBERO_ORACION_1.eaf,glosa,CARRO-BOMBERO_1,0.794,2.442,1.6480000000000001,49
CARRO-BOMBERO_ORACION_1.eaf,glosa,MANGUERA_1,2.442,3.117,0.6749999999999998,20
CARRO-BOMBERO_ORACION_1.eaf,glosa,VIA-DOBLE-SENTIDO_1,3.117,4.295,1.178,35
CARTAS-DE-TAROT_ORACION_1.eaf,glosa,VAMOS_1,0.54,1.01,0.47,14
CARTAS-DE-TAROT_ORACION_1.eaf,glosa,IX_1,1.01,1.26,0.25,8
CARTAS-DE-TAROT_ORACION_1.eaf,glosa,CARTAS-DE-TAROT_1,1.26,2.14,0.8800000000000001,26
CARTAS-DE-TAROT_ORACION_1.eaf,transicion,TRANSICION,2.14,2.15,0.009999999999999787,0
CARTAS-DE-TAROT_ORACION_1.eaf,glosa,CURIOSIDAD_1,2.15,2.8,0.6499999999999999,19
CASA_ORACION_1.eaf,glosa,YO_1,1.562,1.829,0.2669999999999999,8
CASA_ORACION_1.eaf,glosa,TERMINAR_1,1.829,2.399,0.5700000000000001,17
CASA_ORACION_1.eaf,transicion,TRANSICION,2.399,2.409,0.009999999999999787,0
CASA_ORACION_1.eaf,glosa,TIEMPO_1,2.409,3.135,0.726,22
CASA_ORACION_1.eaf,transicion,TRANSICION,3.135,3.14,0.0050000000000003375,0
CASA_ORACION_1.eaf,glosa,YO_1,3.14,3.402,0.262,8
CASA_ORACION_1.eaf,transicion,TRANSICION,3.402,3.407,0.004999999999999893,0
CASA_ORACION_1.eaf,glosa,CAMINAR-PERSONA_1,3.407,4.239,0.8319999999999999,25
CASA_ORACION_1.eaf,transicion,TRANSICION,4.239,4.244,0.004999999999999893,0
CASA_ORACION_1.eaf,glosa,IX_1,4.244,4.516,0.27200000000000024,8
CASA_ORACION_1.eaf,transicion,TRANSICION,4.516,4.522,0.006000000000000227,0
CASA_ORACION_1.eaf,glosa,CASA_1,4.522,5.464,0.9420000000000002,28
CASACA_ORACION_1.eaf,glosa,YO_1,1.85,2.22,0.3700000000000001,11
CASACA_ORACION_1.eaf,glosa,VER_1,2.22,2.74,0.52,16
CASACA_ORACION_1.eaf,transicion,TRANSICION,2.74,2.75,0.009999999999999787,0
CASACA_ORACION_1.eaf,glosa,AGARRAR-ROPA_1,2.75,3.31,0.56,17
CASACA_ORACION_1.eaf,transicion,TRANSICION,3.31,3.317,0.007000000000000117,0
CASACA_ORACION_1.eaf,glosa,SOSTENER_1,3.317,3.889,0.5719999999999996,17
CASACA_ORACION_1.eaf,transicion,TRANSICION,3.889,3.89,0.001000000000000334,0
CASACA_ORACION_1.eaf,glosa,IX_1,3.89,4.5,0.6099999999999999,18
CASACA_ORACION_1.eaf,transicion,TRANSICION,4.5,4.52,0.019999999999999574,1
CASACA_ORACION_1.eaf,glosa,BONITO_1,4.52,5.06,0.54,16
CASACA_ORACION_1.eaf,transicion,TRANSICION,5.06,5.08,0.020000000000000462,1
CASACA_ORACION_1.eaf,glosa,PONER_1,5.08,5.55,0.46999999999999975,14
CASACA_ORACION_1.eaf,transicion,TRANSICION,5.55,5.57,0.020000000000000462,1
CASACA_ORACION_1.eaf,glosa,CASACA_1,5.57,6.62,1.0499999999999998,31
CASACA_ORACION_1.eaf,transicion,TRANSICION,6.62,6.64,0.019999999999999574,1
CASACA_ORACION_1.eaf,glosa,FRIO_1,6.64,7.2,0.5600000000000005,17
CASACA_ORACION_1.eaf,transicion,TRANSICION,7.2,7.23,0.03000000000000025,1
CASACA_ORACION_1.eaf,glosa,CALIENTE_1,7.23,7.59,0.35999999999999943,11
CASACA_ORACION_1.eaf,transicion,TRANSICION,7.59,7.62,0.03000000000000025,1
CASACA_ORACION_1.eaf,glosa,YA_1,7.62,7.87,0.25,8
CASACA_ORACION_1.eaf,transicion,TRANSICION,7.87,7.88,0.009999999999999787,0
CASACA_ORACION_1.eaf,glosa,CALIENTE_1,7.88,8.27,0.3899999999999997,12
CASACA_ORACION_1.eaf,transicion,TRANSICION,8.27,8.29,0.019999999999999574,1
CASACA_ORACION_1.eaf,glosa,CAMINAR-PERSONA_1,8.29,8.94,0.6500000000000004,20
CASAR_ORACION_1.eaf,glosa,YO_1,1.446,1.786,0.3400000000000001,10
CASAR_ORACION_1.eaf,transicion,TRANSICION,1.786,2.376,0.5899999999999999,18
CASAR_ORACION_1.eaf,glosa,CAMINAR-PERSONA_1,2.376,2.921,0.5449999999999999,16
CASAR_ORACION_1.eaf,glosa,SENTAR_1,2.921,3.425,0.504,15
CASAR_ORACION_1.eaf,glosa,LIBRO_1,3.425,4.526,1.101,33
CASAR_ORACION_1.eaf,transicion,TRANSICION,4.526,4.531,0.004999999999999893,0
CASAR_ORACION_1.eaf,glosa,FIRMAR_1,4.531,5.133,0.6020000000000003,18
CASAR_ORACION_1.eaf,transicion,TRANSICION,5.133,5.138,0.004999999999999893,0
CASAR_ORACION_1.eaf,glosa,FIRMAR_1,5.138,5.626,0.48800000000000043,15
CASAR_ORACION_1.eaf,glosa,YA_1,5.626,5.904,0.2779999999999996,8
CASAR_ORACION_1.eaf,transicion,TRANSICION,5.904,5.915,0.01100000000000012,0
CASAR_ORACION_1.eaf,glosa,CASAR_1,5.915,7.129,1.2139999999999995,36
CATORCE_ORACION_1.eaf,glosa,YO_1,1.396,1.663,0.2670000000000001,8
CATORCE_ORACION_1.eaf,glosa,FALTA_1,1.663,1.958,0.29499999999999993,9
CATORCE_ORACION_1.eaf,glosa,POCO_1,1.958,2.328,0.3699999999999999,11
CATORCE_ORACION_1.eaf,transicion,TRANSICION,2.328,2.333,0.0050000000000003375,0
CATORCE_ORACION_1.eaf,glosa,CUMPLEAÑOS_1,2.333,3.073,0.7399999999999998,22
CATORCE_ORACION_1.eaf,glosa,TERMINAR_1,3.073,3.34,0.2669999999999999,8
CATORCE_ORACION_1.eaf,transicion,TRANSICION,3.34,3.35,0.010000000000000231,0
CATORCE_ORACION_1.eaf,glosa,YO_2,3.35,3.518,0.1679999999999997,5
CATORCE_ORACION_1.eaf,glosa,YA_1,3.518,3.856,0.3380000000000001,10
CATORCE_ORACION_1.eaf,transicion,TRANSICION,3.856,3.86,0.0040000000000000036,0
CATORCE_ORACION_1.eaf,glosa,CATORCE_1,3.86,4.352,0.49200000000000044,15
CATORCE_ORACION_1.eaf,transicion,TRANSICION,4.352,4.357,0.004999999999999893,0
CATORCE_ORACION_1.eaf,glosa,EDAD_1,4.357,4.971,0.6139999999999999,18
CATORCE_ORACION_2.eaf,glosa,YO_1,1.003,1.968,0.9650000000000001,29
CATORCE_ORACION_2.eaf,glosa,VER_1,1.968,2.183,0.21499999999999986,6
CATORCE_ORACION_2.eaf,transicion,TRANSICION,2.183,2.189,0.006000000000000227,0
CATORCE_ORACION_2.eaf,glosa,IR_2,2.189,2.535,0.3460000000000001,10
CATORCE_ORACION_2.eaf,glosa,VER_1,2.535,2.881,0.34599999999999964,10
CATORCE_ORACION_2.eaf,transicion,TRANSICION,2.881,2.887,0.006000000000000227,0
CATORCE_ORACION_2.eaf,glosa,IX_1,2.887,3.198,0.31099999999999994,9
CATORCE_ORACION_2.eaf,glosa,CLASE_1,3.198,4.123,0.9250000000000003,28
CATORCE_ORACION_2.eaf,glosa,UNO_1,4.123,4.747,0.6239999999999997,19
CATORCE_ORACION_2.eaf,glosa,PRIMERO-DE-PRIMARIA_1,4.747,5.7,0.9530000000000003,29
CATORCE_ORACION_2.eaf,transicion,TRANSICION,5.7,5.893,0.19299999999999962,6
CATORCE_ORACION_2.eaf,glosa,NIÑO_1,5.893,6.215,0.32200000000000006,10
CATORCE_ORACION_2.eaf,glosa,NIÑO_1,6.215,6.488,0.2730000000000006,8
CATORCE_ORACION_2.eaf,glosa,CATORCE_2,6.488,7.328,0.8399999999999999,25
CATORCE_ORACION_3.eaf,glosa,MI_1,3.143,3.578,0.43500000000000005,13
CATORCE_ORACION_3.eaf,glosa,COLEGIO_1,3.578,4.151,0.573,17
CATORCE_ORACION_3.eaf,glosa,HABER_1,4.151,4.833,0.6820000000000004,20
CATORCE_ORACION_3.eaf,glosa,DIEZ_2,4.833,5.287,0.45399999999999974,14
CATORCE_ORACION_3.eaf,glosa,SILLA_1,5.287,5.924,0.6370000000000005,19
CATORCE_ORACION_3.eaf,glosa,SILLA_1,5.924,6.225,0.30099999999999927,9
CATORCE_ORACION_3.eaf,glosa,SILLA_1,6.225,6.528,0.30299999999999994,9
CATORCE_ORACION_3.eaf,transicion,TRANSICION,6.528,6.533,0.005000000000000782,0
CATORCE_ORACION_3.eaf,glosa,CATORCE_3,6.533,7.467,0.9339999999999993,28
CERRAR-CAJON_ORACION_1.eaf,glosa,ROPA_1,0.23,0.799,0.5690000000000001,17
CERRAR-CAJON_ORACION_1.eaf,glosa,DOBLAR_1,0.799,1.482,0.6829999999999999,20
CERRAR-CAJON_ORACION_1.eaf,glosa,GUARDAR_3,1.482,2.319,0.837,25
CERRAR-CAJON_ORACION_1.eaf,glosa,TERMINAR_1,2.319,2.558,0.23899999999999988,7
CERRAR-CAJON_ORACION_1.eaf,glosa,CERRAR-CAJON_1,2.558,3.689,1.1310000000000002,34
CERRAR-CAJON_ORACION_2.eaf,glosa,LIBRO_1,1.166,1.655,0.4890000000000001,15
CERRAR-CAJON_ORACION_2.eaf,glosa,GUARDAR_3,1.655,1.987,0.3320000000000001,10
CERRAR-CAJON_ORACION_2.eaf,transicion,TRANSICION,1.987,1.992,0.004999999999999893,0
CERRAR-CAJON_ORACION_2.eaf,glosa,VER_1,1.992,2.314,0.32200000000000006,10
CERRAR-CAJON_ORACION_2.eaf,transicion,TRANSICION,2.314,2.324,0.009999999999999787,0
CERRAR-CAJON_ORACION_2.eaf,glosa,ABRIR-CAJÓN_1,2.324,2.762,0.43800000000000017,13
CERRAR-CAJON_ORACION_2.eaf,transicion,TRANSICION,2.762,2.766,0.0040000000000000036,0
CERRAR-CAJON_ORACION_2.eaf,glosa,YA_1,2.766,3.057,0.2909999999999999,9
CERRAR-CAJON_ORACION_2.eaf,glosa,CERRAR-CAJON_1,3.057,4.293,1.2360000000000002,37
CHAU_ORACION_1.eaf,glosa,BUENO_1,1.1,1.57,0.47,14
CHAU_ORACION_1.eaf,transicion,TRANSICION,1.57,1.59,0.020000000000000018,1
CHAU_ORACION_1.eaf,glosa,YO_1,1.59,1.83,0.24,7
CHAU_ORACION_1.eaf,glosa,HORA_1,1.83,2.43,0.6000000000000001,18
CHAU_ORACION_1.eaf,glosa,YA_1,2.43,2.71,0.2799999999999998,8
CHAU_ORACION_1.eaf,transicion,TRANSICION,2.71,2.75,0.040000000000000036,1
CHAU_ORACION_1.eaf,glosa,YO_2,2.75,2.97,0.2200000000000002,7
CHAU_ORACION_1.eaf,transicion,TRANSICION,2.97,3.02,0.04999999999999982,1
CHAU_ORACION_1.eaf,glosa,IR_1,3.02,3.67,0.6499999999999999,19
CHAU_ORACION_1.eaf,transicion,TRANSICION,3.67,3.753,0.08300000000000018,2
CHAU_ORACION_1.eaf,glosa,CHAU_1,3.753,4.466,0.7130000000000001,21
CHAU_ORACION_1.eaf,glosa,BESO_1,4.466,4.853,0.38699999999999957,12
CHAU_ORACION_1.eaf,transicion,TRANSICION,4.853,4.86,0.007000000000000561,0
CHAU_ORACION_1.eaf,glosa,CHAU_2,4.86,5.22,0.35999999999999943,11
CHAU_ORACION_1.eaf,glosa,CAMINAR-PERSONA_1,5.22,5.893,0.673,20
CHAU_ORACION_2.eaf,glosa,BUENO_1,0.806,1.44,0.6339999999999999,19
CHAU_ORACION_2.eaf,transicion,TRANSICION,1.44,1.453,0.013000000000000123,0
CHAU_ORACION_2.eaf,glosa,CONVERSAR_1,1.453,2.4,0.9469999999999998,28
CHAU_ORACION_2.eaf,glosa,YA_1,2.4,2.98,0.5800000000000001,17
CHAU_ORACION_2.eaf,glosa,HORA_1,2.98,3.7,0.7200000000000002,22
CHAU_ORACION_2.eaf,glosa,BUENO_1,3.7,4.213,0.5129999999999999,15
CHAU_ORACION_2.eaf,transicion,TRANSICION,4.213,4.46,0.2469999999999999,7
CHAU_ORACION_2.eaf,glosa,CHAU_2,4.46,5.386,0.9260000000000002,28
CHOCAR_ORACION_1.eaf,glosa,YO_1,0.841,1.084,0.2430000000000001,7
CHOCAR_ORACION_1.eaf,glosa,CAMINAR-PERSONA_1,1.084,1.661,0.577,17
CHOCAR_ORACION_1.eaf,transicion,TRANSICION,1.661,1.665,0.0040000000000000036,0
CHOCAR_ORACION_1.eaf,glosa,CHOCAR_1,1.665,2.243,0.5779999999999998,17
CHOCAR_ORACION_1.eaf,glosa,CUIDADO_1,2.243,2.71,0.4670000000000001,14
CHOCAR_ORACION_1.eaf,glosa,CAMINAR-PERSONA_1,2.71,4.019,1.3090000000000002,39
CIEN_ORACION_1.eaf,glosa,PAQUETE_1,0.942,1.192,0.25,8
CIEN_ORACION_1.eaf,glosa,IX_1,1.192,1.554,0.3620000000000001,11
CIEN_ORACION_1.eaf,glosa,DINERO_1,1.554,2.125,0.571,17
CIEN_ORACION_1.eaf,transicion,TRANSICION,2.125,2.139,0.01399999999999979,0
CIEN_ORACION_1.eaf,glosa,CIEN_1,2.139,2.705,0.5660000000000003,17
CIEN_ORACION_1.eaf,glosa,CIEN_1,2.705,3.684,0.9790000000000001,29
CIEN_ORACION_2.eaf,glosa,RELOJ_1,0.738,1.32,0.5820000000000001,17
CIEN_ORACION_2.eaf,transicion,TRANSICION,1.32,1.329,0.008999999999999897,0
CIEN_ORACION_2.eaf,glosa,SOSTENER_1,1.329,2.144,0.8150000000000002,24
CIEN_ORACION_2.eaf,glosa,IX_1,2.144,2.538,0.3939999999999997,12
CIEN_ORACION_2.eaf,transicion,TRANSICION,2.538,2.542,0.0040000000000000036,0
CIEN_ORACION_2.eaf,glosa,DINERO_1,2.542,2.967,0.42500000000000027,13
CIEN_ORACION_2.eaf,glosa,CIEN_1,2.967,3.8,0.8329999999999997,25
CIEN_ORACION_2.eaf,glosa,SOSTENER_1,3.8,4.749,0.9489999999999998,28
CINCUENTA_ORACION_1.eaf,glosa,DINERO_1,1.157,1.524,0.367,11
CINCUENTA_ORACION_1.eaf,glosa,PRESTARME_1,1.524,2.053,0.5289999999999999,16
CINCUENTA_ORACION_1.eaf,glosa,DINERO_1,2.053,2.416,0.363,11
CINCUENTA_ORACION_1.eaf,glosa,PODER_1,2.416,2.987,0.5710000000000002,17
CINCUENTA_ORACION_1.eaf,transicion,TRANSICION,2.987,2.992,0.004999999999999893,0
CINCUENTA_ORACION_1.eaf,glosa,CINCUENTA_1,2.992,3.783,0.7909999999999999,24
CIUDAD_ORACION_1.eaf,glosa,YO_1,1.342,2.01,0.6679999999999997,20
